ano,dp,dpto,sexo,a_defun,c_bas1,nombre_enfermedad,gru_edad,n,total
2011,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,13207
2011,08,Atlántico,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,101294
2011,08,Atlántico,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,477
2012,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,16044
2012,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,74131
2012,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,10731
2013,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,81856
2013,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7059
2013,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,6512
2013,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,100960
2013,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,41149
2013,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,29886
2013,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,13998
2013,08,Atlántico,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,29886
2014,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,63865
2014,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,58360
2014,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,17480
2014,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,11477
2014,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,15-19,1,101801
2014,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42990
2014,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,9683
2014,08,Atlántico,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,73288
2014,08,Atlántico,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,21863
2015,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,65213
2015,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,59659
2015,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,18289
2015,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7341
2015,08,Atlántico,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,37080
2015,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,69464
2015,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,57661
2015,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,23043
2016,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,38702
2016,08,Atlántico,Hombre,Cabecera Municipal,C741,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,28236
2016,08,Atlántico,Hombre,Cabecera Municipal,C750,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,19181
2016,08,Atlántico,Hombre,Cabecera Municipal,C755,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,19181
2016,08,Atlántico,Hombre,Cabecera Municipal,C758,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,50736
2016,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,73224
2016,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,15968
2016,08,Atlántico,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,46783
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,101791
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,67373
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,40442
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,29645
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,20116
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,12838
2017,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,7592
2017,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,99654
2017,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,101791
2017,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,63893
2017,08,Atlántico,Hombre,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,61649
2017,08,Atlántico,Hombre,Cabecera Municipal,C758,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,61649
2017,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,75144
2017,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,16810
2017,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,10500
2017,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,12060
2018,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,42434
2018,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,21200
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,102234
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,103029
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,104887
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,69854
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,54741
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,13474
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7974
2018,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,8095
2018,08,Atlántico,Hombre,Cabecera Municipal,C750,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,82483
2018,08,Atlántico,Hombre,Cabecera Municipal,C753,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,103645
2018,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,73682
2018,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,72846
2018,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,17836
2018,08,Atlántico,Mujer,Cabecera Municipal,C753,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,97754
2019,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,44782
2019,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,94569
2019,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,32854
2019,08,Atlántico,Hombre,Cabecera Municipal,C754,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,44782
2019,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,41020
2020,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,47101
2020,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,14990
2020,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8755
2020,08,Atlántico,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,8361
2020,08,Atlántico,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,108331
2020,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,96275
2020,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,75246
2020,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,56850
2020,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,43220
2020,08,Atlántico,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,12402
2020,08,Atlántico,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,104539
2020,08,Atlántico,Mujer,Cabecera Municipal,C751,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,43220
2020,08,Atlántico,Mujer,Cabecera Municipal,C752,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,104539
2020,08,Atlántico,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,588
2018,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,15,133399
2020,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,15,42867
2018,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,14,227304
2020,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,14,198128
2018,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,13,179949
2019,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,13,141080
2019,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,13,100426
1993,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,12,41093
2010,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,12,88679
2017,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,12,172045
2017,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,12,37066
2020,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,12,44019
2009,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,11,57660
2012,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,11,67366
2017,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,11,220438
2017,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,11,89135
2019,11,"Bogotá, D.C.",Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,11,105043
2019,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,11,189121
2020,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,11,106521
2020,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,11,70762
2003,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,10,33090
2004,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,10,63353
2014,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,10,75317
2017,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,10,126911
2017,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,10,35541
2018,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,10,94410
2018,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,10,39205
2019,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,10,40054
1996,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,9,34455
2003,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,9,14978
2004,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,9,47481
2006,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,9,36990
2007,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,9,38222
2008,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,9,112627
2008,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,9,39505
2011,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,9,29098
2012,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,9,45403
2014,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,9,150660
2015,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,9,51872
2015,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,9,32932
2016,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,9,34098
2018,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,9,37400
2019,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,9,66103
2019,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,9,41540
1989,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,8,32966
1990,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,8,24699
1992,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,8,39011
1995,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,8,32754
2001,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,8,30104
2008,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,8,78915
2009,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,8,40841
2010,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,8,125021
2010,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,8,42253
2011,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,8,43727
2012,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,8,99136
2014,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,8,49435
2014,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,8,31852
2015,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,8,157504
2015,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,8,115321
2015,11,"Bogotá, D.C.",Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,8,34082
